Top Level,Primary Level,Secondary Level,Full Title,ISSN,Unformatted ISSN,Product ID,Status,Change History
Health Sciences,Medicine and Dentistry,Clinical Neurology,Sleep Health,0011-9164,23527218,18790,Active,
Health Sciences,Medicine and Dentistry,Clinical Neurology,Sleep Medicine Reviews,0011-9164,10870792,12705,Active,
Health Sciences,Medicine and Dentistry,Clinical Neurology,Sleep Medicine: X,0011-9164,25901427,18471,Active,
Health Sciences,Medicine and Dentistry,Clinical Neurology,Trends in Neuroscience and Education,0012-1606,22119493,10077,Active,
Health Sciences,Medicine and Dentistry,Clinical Neurology,World Neurosurgery,0012-365X,18788750,07765,Active,Formerly known as Surgical Neurology
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Advances in Integrative Medicine,0012-3692,22129588,10154,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Chinese Herbal Medicines,0012-3692,16746384,10129,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Chinese Journal of Natural Medicines,0012-3692,18755364,08667,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Clinical Complementary Medicine and Pharmacology,0012-9593,27723712,31211,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Complementary Therapies in Clinical Practice,0013-4686,17443881,12742,Active,Formerly known as Complementary Therapies in Nursing and Midwifery
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Complementary Therapies in Medicine,0013-4686,09652299,12741,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Digital Chinese Medicine,0013-4694,25893777,18431,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,European Journal of Integrative Medicine,0013-4694,18763820,10062,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,EXPLORE,0013-4694,15508307,13364,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Integrative Medicine Research,0013-7006,22134220,10147,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,International Journal of Osteopathic Medicine,0013-7480,17460689,04081,Active,Formerly known as Journal of Osteopathic Medicine
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Journal of Applied Research on Medicinal and Aromatic Plants,0013-7480,22147861,10514,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Journal of Ayurveda and Integrative Medicine,0013-7944,09759476,18352,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Journal of Bodywork and Movement Therapies,0013-7944,13608592,12745,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Journal of Chiropractic Humanities,0013-7952,15563499,13455,Active,Formerly known as Philosophical Constructs for the Chiropractic Profession
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Journal of Chiropractic Medicine,0013-9327,15563707,14034,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Journal of Ginseng Research,0013-9327,12268453,17060,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Journal of Herbal Medicine,0013-9351,22108033,10072,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Journal of Integrative Medicine,0014-2565,20954964,17068,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Journal of Manipulative and Physiological Therapeutics,0014-2921,01614754,13026,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Journal of Traditional Chinese Medical Sciences,0014-2921,20957548,18116,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Journal of Traditional and Complementary Medicine,0014-2964,22254110,18123,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Musculoskeletal Science and Practice,0014-2999,24687812,12750,Active,Formerly known as Manual Therapy
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Osteopathische Medizin,0014-2999,16159071,10051,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Physical Therapy in Sport,0014-3855,1466853X,12875,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Physiotherapy,0014-3855,00319406,04065,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Phytomedicine,0014-4800,09447113,10020,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Phytomedicine Plus,0014-4800,26670313,31085,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Preventive Medicine,0014-4800,00917435,12107,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,Revista Internacional de Acupuntura,0014-4827,18878369,15742,Active,
Health Sciences,Medicine and Dentistry,Complementary and Alternative Medicine,World Journal of Acupuncture - Moxibustion,0014-4827,10035257,10105,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Acta Colombiana de Cuidado Intensivo,0014-4835,01227262,16845,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Australian Critical Care,0014-4894,10367314,04101,Active,Formerly known as Confederation of Australian Critical Care Nurses Journal
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Burns,0014-4908,03054179,03006,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,CHEST Critical Care,0014-4908,29497884,31532,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Chinese Journal of Traumatology,0014-4908,10081275,08646,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Chinese Medical Journal - Pulmonary and Critical Care Medicine,0014-4983,27725588,31255,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Clinical Nutrition,0014-4983,02615614,12713,Active,Incorporating Clinical Nutrition Supplements
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Clinical Nutrition ESPEN,0014-5793,24054577,04097,Active,Formerly known as e-SPEN Journal
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Critical Care Clinics,0014-5793,07490704,13050,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Critical Care Nursing Clinics of North America,0014-827X,08995885,13159,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,"Ethics, Medicine and Public Health",0015-6264,23525525,16354,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,International Emergency Nursing,0016-2361,1755599X,12738,Active,Formerly known as Accident & Emergency Nursing
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Journal of the American Medical Directors Association,0016-2361,15258610,13380,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Journal of Intensive Medicine,0016-3287,2667100X,31110,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Journal of Tissue Viability,0016-3287,0965206X,04107,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,"Mayo Clinic Proceedings: Innovations, Quality & Outcomes",0016-5085,25424548,18903,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Medicina Intensiva,0016-5107,02105691,15726,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Medicina Intensiva (English Edition),0016-6480,21735727,15959,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Resuscitation Plus,0016-7061,26665204,30356,Active,
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Transfusion Clinique et Biologique,0016-7142,12467820,09068,Active,Formerly known as Revue Française de Transfusion et d'Hémobiologie
Health Sciences,Medicine and Dentistry,Critical Care and Intensive Care Medicine,Visual Journal of Emergency Medicine,0016-7185,24054690,18837,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Advances in Oral and Maxillofacial Surgery,0016-7185,26671476,31126,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",AJO-DO Clinical Companion,0016-7185,26664305,30322,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",American Journal of Orthodontics and Dentofacial Orthopedics,0016-7878,08895406,13027,Active,Formerly known as American Journal of Orthodontics
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Archives of Oral Biology,0017-9310,00039969,00203,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Atlas of the Oral and Maxillofacial Surgery Clinics,0017-9310,10613315,13032,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",British Journal of Oral and Maxillofacial Surgery,0018-442X,02664356,12726,Active,Formerly known as British Journal of Oral Surgery
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Dental Abstracts,0018-442X,00118486,13022,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Dental Clinics of North America,0018-506X,00118532,13004,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Dental Materials,0018-506X,01095641,02214,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Dentistry Review,0018-506X,27725596,31262,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Digital Dentistry Journal,0018-506X,29506433,31951,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",International Dental Journal,0019-3577,00206539,31123,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",International Journal of Oral and Maxillofacial Surgery,0019-4832,09015027,12901,Active,Formerly known as International Journal of Oral Surgery
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",International Orthodontics,0020-0255,17617227,15544,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",JADA Foundational Science,0020-0255,2772414X,31233,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Japanese Dental Science Review,0020-0255,18827616,12765,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",The Journal of the American Dental Association,0020-0255,00028177,18763,Active,Formerly known as The Journal of the American Dental Association and The Dental Cosmos
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Journal of Cranio-Maxillofacial Surgery,0020-0271,10105182,12735,Active,Formerly known as Journal of Maxillofacial Surgery
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Journal of Dental Sciences,0020-0891,19917902,08674,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Journal of Dentistry,0020-1383,03005712,03053,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Journal of Endodontics,0020-1650,00992399,14027,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Journal of Evidence Based Dental Practice,0020-1650,15323382,13023,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Journal of Oral Biology and Craniofacial Research,0020-1693,22124268,10092,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Journal of Oral Biosciences,0020-1693,13490079,10102,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Journal of Oral and Maxillofacial Surgery,0020-1693,02782391,13068,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine","Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology",0020-1693,22125558,12889,Active,Formerly known as Asian Journal of Oral and Maxillofacial Surgery
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",The Journal of Prosthetic Dentistry,0020-1790,00223913,13029,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine","Journal of Stomatology, Oral and Maxillofacial Surgery",0020-2452,24687855,15760,Active,"Formerly known as Revue de Stomatologie, de Chirurgie Maxillo-faciale et de Chirurgie Orale"
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Medical Journal Armed Forces India,0020-708X,03771237,08773,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Oral and Maxillofacial Surgery Cases,0020-7225,22145419,14190,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Oral and Maxillofacial Surgery Clinics of North America,0020-7292,10423699,13033,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Oral Oncology,0020-7322,13688375,00105,Active,Formerly known as European Journal of Cancer Part B: Oral Oncology
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Oral Oncology Reports,0020-7357,27729060,31375,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine","Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",0020-7373,22124403,13028,Active,"Formerly known as Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology and Endodontology"
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Otolaryngology Case Reports,0020-7381,24685488,18887,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Pediatric Dental Journal,0020-7381,09172394,08829,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Seminars in Orthodontics,0020-7683,10738746,13031,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Sleep Medicine,0020-7837,13899457,05557,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",The Surgeon,0021-5198,1479666X,05638,Active,
Health Sciences,Medicine and Dentistry,"Dentistry, Oral Surgery and Medicine",Translational Dental Research,0021-7697,29503485,31722,Active,
